id,text,len tweet,likes,rt,position
1271240412158726152,"“De Tin Marín de Do Pingüé”
¿Y usted a cuál de los dos le cree?

Cc @HLGatell @lopezobrador_ https://t.co/fqSKYWXOu0",116,4616,1898,0
1271166714982600704,"RT @mariocampos: En el peor punto de la pandemia:

@lopezobrador_ llama a ciudadanos a superar sus miedos y salir del confinamiento https:/…",140,0,1212,0
1271113217335582721,Al difundir el “Proyecto “Boa” el presidente @lopezobrador_ decidió diseminar noticias falsas porque forma  parte d… https://t.co/TS1iTYDICU,140,5658,2618,0
1271069450167562240,RT @JMVivancoHRW: Han desaparecido más de 5 mil personas en el gobierno de AMLO. En promedio cada día asesinan a 10 mujeres en México. Y Mo…,140,0,198,0
1270894237752705025,"RT @jmlujambio: La apuesta de Monreal es que AMLO pueda nombrar a 5 fulanxs q regulen a su antojo a las consentidas CFE y TV Azteca, a las…",139,0,463,0
1270571874813194242,"RT @Reforma: #LoMásVisto

Tras considerar que el modelo de Afores resultó dañino para el País, AMLO advirtió que impulsará cambios en el Co…",140,0,1031,0
1270512545456099333,RT @CMDPDH: A propósito de los 30 años de la @CNDH 🧐¿No sería una gran forma de celebrar su autonomía del presidente @lopezobrador_ y su #A…,140,0,121,0
1270401782393589763,RT @MXvsCORRUPCION: ¿Se acabaron las adjudicaciones directas durante el gobierno de @lopezobrador_? Conoce cuáles son las dependencias e in…,140,0,765,0
1270167726821126144,"La 4T amedrentando a @AristeguiOnline, coartando la libertad de expresión, agrediendo a los medios, cercenando el d… https://t.co/HjuLupT69S",140,4752,1719,0
1270138407432445952,"AMLO dice que es tiempo de definiciones: con él o contra él, imponiendo una falsa disyuntiva. No se trata de escoge… https://t.co/7FsPcqbLMj",140,1469,491,0
1270123181106479104,El presidente @lopezobrador_añade a ambientalistas a la lista de mexicanos que desprecia. Les reclama no haber prot… https://t.co/6czSToynQA,140,7305,2975,0
1270026053378064384,RT @maiteazuela: Pronta recuperación. Quiero suponer que con este lamentable contagio Andrés Manuel López Obrador recapacitará y pedirá dis…,140,0,325,0
1269820896753131522,"RT @proceso: #Reportaje | En la #4T opera una estructura electoral de apoyo que se trasladó a las redes sociales, conocida como Red AMLO, c…",140,0,744,0
